listing_id,source_portal,listing_url,scraped_at,latitude,longitude,locality,sublocality,address,landmark_details,pincode,bhk_type,property_type,furnishing,floor_number,total_floors,facing,sqft,area_type,age_years,apartment_bio,monthly_rent,deposit_amount,maintenance_monthly,price_per_sqft,bathrooms,parking,has_lift,has_gym,has_security,luxury_amenities,is_verified,is_premium,owner_type,confidence_score,possession_status,listed_date,last_updated,is_available
ddgLZD9c7BNzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-150-in-Noida&id=4d423832373434393335,2026-04-19 13:47:48,28.421663,77.488898,,Sector 150,tower 1,"19210|Noida Sector 148 Metro Station|5 minutes, 19206|The Great Venice Mall, 19206|Croma Ansal Plaza",,,Apartment,Semi-Furnished,10,30,North - East,1400,Sq-ft,New Construction,"3 BHK flat available for rent with semifurnishe and AC in each bedroom You can explore this 3 BHK flat on rent in Sector 150 Noida. You can get this flat at monthly rent of ₹28,000. The flat is on the 10 floor and includes 3 bathrooms, 3 balcony with a carpet area of 980 sqft. 1 Covered parking facility are also available. This property offers power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. The apartment is located at Plot No. SC-02/J&K, Sector-150, Noida.",28000,28000,1000,20,3,1 Covered,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",False,True,Agent,100,Immediately,2026-04-16T23:45:21.000Z,"Apr 17, '26",True
pHhwfDQxAxRzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1655-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-93A-in-Noida&id=4d423736343335343035,2026-04-19 13:47:48,28.5196572339031,77.3815512604255,,Sector 93A,"Noida, Delhi NCR",19206|Ast Home Mart,,,Apartment,Unfurnished,7,22,East,1655,Sq-ft,10 to 15 years,"Find this 3 BHK rental flat in Sector 93A Noida. Available at a rental price of ₹38,000, this 3 BHK flat is worth considering. The flat is located on the 7 floor which includes 3 bathrooms, 3 balcony, and covers a covered area of 1655 sqft. This residential building features 22 floor and ensures Kids Club comfort. The property features power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. Visit the flat at Sector 93A,Noida, Uttar Pradesh.",38000,,,23,3,,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Outdoor Tennis Courts",True,True,Agent,48,Immediately,2026-04-13T04:45:16.000Z,"Apr 13, '26",True
zz43O9+acNBzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1405-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-107-in-Noida&id=4d423834303734363633,2026-04-19 13:47:48,28.5455214119815,77.3762879311251,,Sector 107,"Noida, Delhi NCR","19210|Noida Sector 101 Station|5 minutes, 19210|Noida City Centre Metro|5 minutes, 19206|Sector 104 Market",201304,,Apartment,Semi-Furnished,9,18,,1405,Sq-ft,New Construction,"The property is 3 bhk flat corner plot best location in noida expressway Check out this newly constructed 3 BHK flat on rent in the prime location of Sector 107 Noida. The multistorey apartment is available at rent of ₹33,000. The apartment is on the 9 floor, has a covered area of 1405 sqft with 3 bathrooms and 3 balcony. The building has 18 floor and offers Kids play area, Kids Splash Pool amenities. The apartment is equipped with reserved parking. The full address of the apartment is GH 1B, Sector 107, Noida, Uttar Pradesh 201304.",33000,,,23,3,,No,No,No,Jogging and Strolling Track,False,True,Agent,65,Immediately,2026-04-18T23:45:35.000Z,Today,True
v/At8N9Luh5zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1375-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-76-in-Noida&id=4d423834323439343533,2026-04-19 13:47:48,28.5686858258993,77.383394497952,,Sector 76,sector 76 noida,"19210|Noida Sector 76 Metro Station|5 minutes, 19210|Sector 76 Metro Station|5 minutes, 19201|Commercial Market",,,Apartment,Semi-Furnished,14,27,North,1375,Sq-ft,New Construction,"Find 3 BHK flat for rent in Sector 76 Noida. You can get this flat at monthly rent of ₹36,000. Located on the 14 floor, the flat comprises 2 bathrooms, 2 balcony, and has a covered area of 1375 sqft. The property encompasses 27 floor and provides Early Learning Centre, Guest Accommodation, Kids Club amenities. This home provides power back up, reserved parking, security, service/goods lift, intercom facility, ro water system. Visit the flat at Sector 76, Noida, Uttar Pradesh.",36000,36000,4500,26,2,,No,No,No,"Banquet Hall, Bar/Lounge, Jogging and Strolling Track, Outdoor Tennis Courts",True,True,Agent,55,Immediately,2026-04-17T23:45:18.000Z,Yesterday,True
9V/TnBUz4CpzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1615-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-150-in-Noida&id=4d423833343736333339,2026-04-19 13:47:48,28.421663,77.488898,,Sector 150,"Noida, Delhi NCR","19210|Noida Sector 148 Metro Station|5 minutes, 19206|Croma Ansal Plaza, 19206|The Great Venice Mall",,,Apartment,Semi-Furnished,14,26,North - East,1615,Sq-ft,Less than 5 years,"Beautiful property with Yamuna view with all the amenities n security Find this 3 BHK rental flat in Sector 150 Noida. The flat is available for rent at a competitive amount of ₹30,000. The flat is located on the 14 floor which includes 4 bathrooms, 3 balcony, and covers a covered area of 1615 sqft. The property features power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. Visit the flat at Plot No. SC-02/J&K, Sector-150, Noida.",30000,30000,,19,4,,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",False,True,Agent,76,Immediately,2026-04-16T23:45:20.000Z,"Apr 17, '26",True
PdC0KeGlQJFzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1295-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-74-in-Noida&id=4d423834313335373731,2026-04-19 13:47:48,28.5759555604904,77.38998224804,,Sector 74,"Noida, Delhi NCR",,201301,,Apartment,Semi-Furnished,16,19,North,1295,Sq-ft,5 to 10 years,"3bhk for rent in supertech cape town sector 74 noida You can explore this 3 BHK flat on rent in Sector 74 Noida. The Rent amount of this 3 BHK apartment is set at an attractive price of ₹33,100. The apartment is on the 16 floor, has a covered area of 1295 sqft with 2 bathrooms and 4 balcony. The property features power back up, reserved parking, security, ro water system. The full address of the apartment is Plot No 01/A, Sector 78, Metro Station Rd, Supertech Capetown, Sector 74, Noida, Uttar Pradesh 201301.",33100,33100,1,26,2,,No,No,No,"RO Water System, Banquet Hall, Jogging and Strolling Track",True,True,Agent,53,Immediately,2026-04-16T23:45:23.000Z,"Apr 17, '26",True
qrn5Ra1VMjhzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-2100-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-55-in-Noida&id=4d423831383336353539,2026-04-19 13:47:48,28.6041506,77.3481054,,Sector 55,"Noida, Delhi NCR","19210|Sector 55 Park Plaza, 19202|R. K. Modern School",,,Builder Floor Apartment,Semi-Furnished,1,2,North,2100,Sq-ft,5 to 10 years,"Beautiful 3 bhk flat having all amenities in society modular kitchen fans lights almirah work with car parking Check out this newly constructed 3 BHK flat on rent in the prime location of Sector 55 Noida. Available at a rental price of ₹35,000, this 3 BHK flat is worth considering. The flat is located on the 1 floor which includes 2 bathrooms, 2 balcony, and covers a carpet area of 1800 sqft. This property offers reserved parking, security. The apartment is located at Sector 55, Noida - Central Noida, Delhi NCR.",35000,35000,1000,17,2,,Yes,No,No,Jogging and Strolling Track,True,True,Agent,56,Immediately,2026-04-18T23:45:31.000Z,Today,True
WobOBkwxddVzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-107-in-Noida&id=4d423834323839393035,2026-04-19 13:47:48,28.5455214119815,77.3762879311251,,Sector 107,amrapali heartbeat city sector 107,"19210|Noida Sector 101 Station|5 minutes, 19210|Noida City Centre Metro|5 minutes, 19206|Sector 104 Market",,,Apartment,Semi-Furnished,18,27,North,1350,Sq-ft,Less than 5 years,"private lift lobby You can avail the 3 BHK flat for rent in the well-known location of Sector 107. The flat is available for rent at a competitive amount of ₹30,000. Located on the 18 floor, the flat has 2 bathrooms, 3 balcony in covered area of 1350 sqft. This residential building features 27 floor and ensures Early Learning Centre, Guest Accommodation comfort. This unit is designed with power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. Visit the apartment at Dadri Main Rd, Bhangel, Sector-106, Noida, Uttar Pradesh.",30000,30000,,22,2,,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",True,True,Agent,58,Immediately,2026-04-17T14:58:49.000Z,"Apr 17, '26",True
5VKxxkxGz/tzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1435-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-137-in-Noida&id=4d423834323632393731,2026-04-19 13:47:48,28.5094786954795,77.4101322331205,,Sector 137,"Sector 137,Noida","19210|Noida Sector 137 Metro Station, 19201|AVR SUPER MART, 19201|Paramount Florence Plaza, 19202|The Shriram Millennium School Noida, 19203|Felix Healthcare, 19203|Felix Hospital, 19206|Supertech Mart",201305,,Apartment,Semi-Furnished,4,15,North - East,1435,Sq-ft,5 to 10 years,"You can avail the 3 BHK flat for rent in the well-known location of Sector 137. The Rent amount of this 3 BHK apartment is set at an attractive price of ₹35,000. Gas Connection are some of the additional amenities available with the apartment. The flat is located on the 4 floor which includes 2 bathrooms, 4 balcony, and covers a carpet area of 1100 sqft. There is also facility of 1 Covered parking. The building includes 15 floor and supports Kids Play Pool With Water Slides living. The apartment is equipped with power back up, reserved parking, security. The flat can be visited at Plot No.7A, Sector 137, Noida, Uttar Pradesh 201305.",35000,35000,6000,24,2,1 Covered,Yes,No,No,Jogging and Strolling Track,False,True,Agent,97,Immediately,2026-04-16T09:22:12.000Z,"Apr 16, '26",True
t43jAZHl9lVzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-62-in-Noida&id=4d423834323135353533,2026-04-19 13:47:48,28.6212655,77.364423,,Sector 62,"Noida, Delhi NCR","19210|Noida Electronic City, 19210|NIB, 19201|Logix Cyber Park, 19201|Correnthum, 19202|IIM Lucknow Noida Campus, 19202|Jaypee Business School, 19203|Fortis Hospital Noida Sector 62, 19203|Lok Priya Hospital",,,Apartment,Semi-Furnished,Ground,3,North,1600,Sq-ft,5 to 10 years,"Main road apartment walkin metro station and Fortis hospital You can explore this 3 BHK flat on rent in Sector 62 Noida. The 3 BHK apartment is available at a reasonable rent of ₹32,000. The flat is located on the Ground floor which includes 2 bathrooms, 2 balcony, and covers a carpet area of 1550 sqft. This flat is fitted with power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system.",32000,64000,4300,20,2,,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",True,True,Agent,63,Immediately,2026-04-13T07:30:48.000Z,"Apr 13, '26",True
zyhbkUjjwCVzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1575-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-107-in-Noida&id=4d423833313130343131,2026-04-19 13:47:48,28.5455214119815,77.3762879311251,,Sector 107,amarpali heardbead city,"19210|Noida Sector 101 Station|5 minutes, 19210|Noida City Centre Metro|5 minutes, 19206|Sector 104 Market",,,Apartment,Semi-Furnished,12,24,East,1575,Sq-ft,New Construction,"That is a new project in central noida Grab the chance to own this affordable 3 BHK flat for rent in the Sector 107 area. The Rent amount of this 3 BHK apartment is set at an attractive price of ₹40,000. Located on the 12 floor, the flat comprises 2 bathrooms, 3 balcony, and has a carpet area of 950 sqft. 1 Covered parking space is also available. The property has 24 floor and is equipped with Early Learning Centre, Guest Accommodation facilities. This property offers power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. The full address of the apartment is Dadri Main Rd, Bhangel, Sector-106, Noida, Uttar Pradesh.",40000,80000,6000,25,2,1 Covered,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",False,True,Agent,100,Immediately,2026-02-22T01:30:22.000Z,"Feb 22, '26",True
Y6goPoG3yi1zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-150-in-Noida&id=4d423833393737333631,2026-04-19 13:47:48,28.421663,77.488898,,Sector 150,"Sector 150, Noida, Delhi NCR","19210|Noida Sector 148 Metro Station|5 minutes, 19206|The Great Venice Mall, 19206|Croma Ansal Plaza",,,Apartment,Semi-Furnished,10,23,North - East,1750,Sq-ft,Less than 5 years,"This is 1750sq.ft 3bhk Semi Furnished Flat available for sale in ATS Pristine Sector 150, Noida If you are planning to rent a flat, you can consider this 3 BHK flat situated in the prime location of Sector 150. You can get this flat at monthly rent of ₹38,000. Some added-on facilities available with the flat are 3 Wardrobe, 4 AC and Gas Connection. The apartment is on the 10 floor, has a carpet area of 1750 sqft with 3 bathrooms and 4 balcony. 1 Covered, 1 Open parking facility are also available. This flat is fitted with power back up, reserved parking, security. Find this apartment at Sector 150, Noida, Delhi NCR.",38000,38000,6500,22,3,"1 Covered, 1 Open",Yes,No,No,Jogging and Strolling Track,False,True,Agent,100,Immediately,2026-03-28T10:53:56.000Z,"Mar 28, '26",True
oUwyVcBcSvRzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1446-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-70-in-Noida&id=4d423832343437383235,2026-04-19 13:47:48,28.5960999366927,77.3835436995737,,Sector 70,"Sector 70,Noida","19202|Sapphire International School, 19206|Pan Oasis Market Complex",,,Apartment,Semi-Furnished,10,20,East,1446,Sq-ft,5 to 10 years,"Find this 3 BHK rental flat in Sector 70 Noida. The flat is available for rent at a competitive amount of ₹34,000. Some added-on facilities available with the flat are Gas Connection. Located on the 10 floor, the flat comprises 2 bathrooms, 4 balcony, and has a carpet area of 1446 sqft. There is also facility of 1 Covered parking. The property has 20 floor and is equipped with Guest Accommodation, Kids Club facilities. This unit is designed with power back up, reserved parking, security. The full address of the apartment is GH - 01, Pan Oasis Society, Sector 70, Noida, Uttar Pradesh .",34000,33000,0,24,2,1 Covered,Yes,No,No,Jogging and Strolling Track,False,True,Agent,100,Immediately,2026-04-12T07:43:05.000Z,"Apr 12, '26",True
4NS1yLVTcBBzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1705-Sq-ft-Multistorey-Apartment-FOR-Rent-Noida-Extension-in-Noida&id=4d423834323732353731,2026-04-19 13:47:48,28.615887848111,77.4262748642862,,Noida Extension,"Gaur City 2, Noida Extension","19210|BISRAKH FCS, 19210|Kisan Chowk, 19201|Indeutsch Industries Private Limited, 19202|DPS World School, 19202|Prometheus School, 19206|Cinepolis Smart Bharat Mall, 19206|Logic Mall",201308,,Apartment,Semi-Furnished,6,18,North - East,1705,Sq-ft,5 to 10 years,"Good Interior Work 3 BHK flat is available for rent in Noida Extension immediately. The Rent amount of this 3 BHK apartment is set at an attractive price of ₹27,000. The flat is located on the 6 floor which includes 3 bathrooms, 5 balcony, and covers a covered area of 1705 sqft. This home provides power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. The address is GH-01/A, Gaur City Road, Sector 16C, Noida Extension, Noida, Uttar Pradesh 201308.",27000,27000,4500,16,3,,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",False,True,Agent,75,Immediately,2026-04-16T18:46:18.000Z,"Apr 17, '26",True
gnTCX6jTECZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-150-in-Noida&id=4d423834313935333139,2026-04-19 13:47:48,28.421663,77.488898,,Sector 150,"Sector 150,Noida","19210|Noida Sector 148 Metro Station|5 minutes, 19206|The Great Venice Mall, 19206|Croma Ansal Plaza",,,Apartment,Semi-Furnished,9,30,North - East,1675,Sq-ft,,"ATS Pious Hideaways in Sector 150, one of the upcoming underconstruction housing societies in Noida. There are apartments for sale in ATS Pious Hideaways Sector 150, Noida. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.",32000,64000,5025,19,3,1 Covered,Yes,No,No,Jogging and Strolling Track,True,True,Agent,75,Immediately,2026-04-11T08:46:55.000Z,"Apr 11, '26",True
e1aWhPD/IARzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1735-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-107-in-Noida&id=4d423833333738343239,2026-04-19 13:47:48,28.5455214119815,77.3762879311251,,Sector 107,great value sharnam,"19210|Noida Sector 101 Station|5 minutes, 19210|Noida City Centre Metro|5 minutes, 19206|Sector 104 Market",,,Apartment,Semi-Furnished,10,21,North - East,1735,Sq-ft,Less than 5 years,"free site corner You can explore this 3 BHK flat on rent in Sector 107 Noida. You can get this flat at monthly rent of ₹35,000. The apartment is on the 10 floor, has a carpet area of 1500 sqft with 3 bathrooms and 3 balcony. 2 Covered parking space is also available. This property features 21 floor and offers a range of Early Learning Centre, Guest Accommodation facilities. The property features power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. The flat can be visited at Dadri Main Rd, Bhangel, Sector-106, Noida, Uttar Pradesh.",35000,70000,4000,20,3,2 Covered,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",False,True,Agent,100,Immediately,2026-02-23T01:30:28.000Z,"Feb 18, '26",True
vr3pAeb+p9lzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1528-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-110-in-Noida&id=4d423834323539303131,2026-04-19 13:47:48,28.532598,77.3829,,Sector 110,"Sector 110,Noida","19201|Lotus Panache Shopping Complex, 19202|Picasso Animation Department, 19202|Maharishi University of Information Technology Noida Campus, 19203|Yatharth Super Speciality Hospital - Noida 110",,,Apartment,Semi-Furnished,Ground,25,North - East,1528,Sq-ft,New Construction,"A beautiful 3 BHK flat is available for rent in Sector 110. The apartment is available at an affordable rental price of ₹40,000. Get access to smart facilities such as 3 Wardrobe, Microwave and Gas Connection simply by choosing this flat for rent. The flat is on the Ground floor and includes 3 bathrooms, 3 balcony with a carpet area of 1069 sqft. You will also find 1 Covered parking facility. This property includes 25 floor and provides Early Learning Centre, Guest Accommodation, Kids Club, Kids Play Pool With Water Slides benefits. This home provides power back up, reserved parking, security. The apartment is located at Sector 110, Noida, Delhi NCR.",40000,80000,4500,26,3,1 Covered,Yes,No,No,Jogging and Strolling Track,False,True,Agent,100,Immediately,2026-04-16T06:56:40.000Z,"Apr 16, '26",True
ldNO5/2bA6FzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-61-in-Noida&id=4d423833393439313831,2026-04-19 13:47:48,28.5970358348552,77.3693051003055,,Sector 61,"Sector 61,Noida","19210|Royal Tower Bus Stop, 19202|Peach Blossom School, 19202|Rachna International School, 19203|SRS Hospital, 19206|Shopprix Mall Sector 61 Noida",,,Apartment,Semi-Furnished,8,16,North - East,1550,Sq-ft,5 to 10 years,"its 3bhk flat but one room is locked so available 2bhk for rent two bedroom with two washroom drawing dinning modular kitchen marble flooring complete wood work all facility in society 24x7 security, well maintained society and sector, more detail plz contact me",32000,64000,4000,21,2,1 Covered,Yes,No,No,Jogging and Strolling Track,True,True,Agent,80,Immediately,2026-03-26T08:52:20.000Z,"Mar 26, '26",True
B8Mf04AcxJdzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1260-Sq-ft-Multistorey-Apartment-FOR-Rent-Noida-Extension-in-Noida&id=4d423833393334383239,2026-04-19 13:47:48,28.615887848111,77.4262748642862,,Noida Extension,"Gh - 01a1, sector - 16 greater noida west up.","19210|BISRAKH FCS, 19210|Kisan Chowk, 19201|Indeutsch Industries Private Limited, 19202|S.K.S World School, 19202|Sarvottam Institute Of Technology And Management, 19206|Logic Mall, 19206|Cinepolis Smart Bharat Mall",,,Apartment,Semi-Furnished,2,31,North - East,1260,Sq-ft,Less than 5 years,"Ready to sift rented flat available in sec ska divya socity. You can explore this 3 BHK flat on rent in Noida Extension Noida. The multistorey apartment is available at rent of ₹28,000. Additional amenities available with the flat are 3 Wardrobe, 1 TV and Gas Connection. Located on the 2 floor, the flat comprises 3 bathrooms, 2 balcony, and has a carpet area of 795 sqft. 1 Covered parking facility are also available. The flat comes with power back up, reserved parking, security. The apartment is located at GH - 01A/1, SECTOR - 16 GREATER NOIDA WEST (UP).",28000,5000,0,22,3,1 Covered,Yes,No,No,Jogging and Strolling Track,True,True,Agent,98,Immediately,2026-03-27T10:43:21.000Z,"Mar 27, '26",True
G6/cUWAlYcVzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1446-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-70-in-Noida&id=4d423832343839333135,2026-04-19 13:47:48,28.5960999366927,77.3835436995737,,Sector 70,sector 70 Noida,"19202|Sapphire International School, 19206|Pan Oasis Market Complex",,,Apartment,Semi-Furnished,11,18,North - East,1446,Sq-ft,Less than 5 years,"3 BHK flat available four the rent pan Oasis apartment flat sector 70 Noida please interested call me 3 BHK flat is available for rent in Sector 70 immediately. The apartment is available at an affordable rental price of ₹35,000. Located on the 11 floor, the flat comprises 2 bathrooms, 4 balcony, and has a covered area of 1446 sqft. The building includes 18 floor and supports Guest Accommodation, Kids Club living. This unit is designed with power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. This flat is located at GH - 01, Pan Oasis Society, Sector 70, Noida, Uttar Pradesh .",35000,35000,5000,24,2,,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",False,True,Agent,80,Immediately,2026-03-14T06:39:45.000Z,"Mar 14, '26",True
5DOKnA5nmttzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1295-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-34-in-Noida&id=4d423834303438343333,2026-04-19 13:47:48,28.5839102,77.3608706,,Sector 34,Tower Azure,"19202|Billabong High International School, 19202|Billabong High International School, 19203|Manas Hospital, 19203|Manas Hospital",,,Apartment,Semi-Furnished,21,23,East,1295,Sq-ft,10 to 15 years,"3 BHK apartment is available on rent in Sector 34 Noida right away. Available at a rental price of ₹35,000, this 3 BHK flat is worth considering. The flat is on the 21 floor and includes 2 bathrooms, 4 balcony with a carpet area of 1000 sqft. 1 Covered parking facility are also available. The property has 23 floor and is equipped with Early Learning Centre facilities. The residence includes power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. Find this apartment at Sector 34, Noida, Delhi NCR.",35000,70000,4500,27,2,1 Covered,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",True,True,Agent,75,Immediately,2026-04-03T04:48:52.000Z,"Apr 03, '26",True
++yNJFnTau1zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-2300-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-150-in-Noida&id=4d423834303734303733,2026-04-19 13:47:48,28.421663,77.488898,,Sector 150,"Sector 150,Noida","19210|Noida Sector 148 Metro Station|5 minutes, 19206|The Great Venice Mall, 19206|Croma Ansal Plaza",,,Apartment,Semi-Furnished,3,26,North - East,2300,Sq-ft,New Construction,"This 3 bhk flat comes with 4 bathrooms set in 2300 sq.Ft. Super builtUp usable area. This property is constructed on 2300 sq.Ft. You also get 1 covered parking inside the premises located on 7th floor. This is a ready to move property and it is 15 years old flat. This property is semiFurnished. Equipped with 6 light, 1 fan, 3 wardrobe, 1 geyser, 1 modular kitchen, 1 chimney, 1 curtai",40000,80000,7500,17,4,1 Covered,Yes,No,No,Jogging and Strolling Track,True,True,Agent,80,Immediately,2026-04-04T10:32:10.000Z,"Apr 04, '26",True
MNWtG85dNiFzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1310-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-151-in-Noida&id=4d423736323635333437,2026-04-19 13:47:48,28.444562,77.4645871,,Sector 151,Flat no 2004 Tower 10,"19202|Noida Institute Of Engineering And Technology, 19202|Greater Valley School, 19206|Ansal Plaza Mall, 19206|Omaxe City Center",,,Apartment,Furnished,20,22,South - East,1310,Sq-ft,Less than 5 years,"Fully furnished with dining table sofa gas burners washing machine all amenities park market school good location please contact more details 3 BHK flat is available for rent in Sector 151 immediately. ₹30,000 is the monthly rent of this 3 BHK flat. The flat is on the 20 floor and includes 3 bathrooms, 1 balcony with a carpet area of 1210 sqft. 1 Covered parking space is also available. The flat comes with power back up, reserved parking, security, service/goods lift, visitor parking. Visit the apartment at Flat no 2004 Tower 10, Sector 151, Noida - Rest of Noida, Delhi NCR. This 3 BHK rental flat comes with no brokerage fees.",30000,,0,23,3,1 Covered,Yes,No,No,"Service/Goods Lift, Visitor Parking, Jogging and Strolling Track, Outdoor Tennis Courts",False,True,Owner,89,Immediately,2026-04-02T13:11:21.000Z,"Apr 02, '26",True
JfK5+ghUpBZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1635-Sq-ft-Multistorey-Apartment-FOR-Rent-Noida-Extension-in-Noida&id=4d423832343736383033,2026-04-19 13:47:48,28.615887848111,77.4262748642862,,Noida Extension,"Fusion Homes, Tech Zone IV, Amrapali Dream Valley, Greater Noida, Uttar Pradesh 201318","19210|Kisan Chowk, 19210|BISRAKH FCS, 19201|Indeutsch Industries Private Limited, 19202|Prometheus School, 19202|Pacific World School, 19206|Logic Mall, 19206|Cinepolis Smart Bharat Mall",201318,,Apartment,Semi-Furnished,17,18,North - East,1635,Sq-ft,Less than 5 years,"Grab the chance to own this affordable 3 BHK flat for rent in the Noida Extension area. This 3 BHK flat is available at the reasonable rent amount of ₹26,000. Located on the 17 floor, the flat comprises 3 bathrooms, 5 balcony, and has a carpet area of 1000 sqft. The property includes 1 Covered parking. This residential building features 18 floor and ensures Kids Play Pool With Water Slides comfort. This property offers power back up, reserved parking, security, air conditioned, intercom facility, ro water system. The apartment is located at GH-05A, Tech Zone IV, Gautam Budh Nagar, Tech Zone IV, Amrapali Dream Valley, Greater Noida, Uttar Pradesh 201318.",26000,25000,3800,16,3,1 Covered,No,No,No,"Air Conditioned, Internet/Wi-Fi Connectivity, Banquet Hall, Jogging and Strolling Track",True,True,Agent,100,Immediately,2026-04-05T05:46:10.000Z,"Apr 05, '26",True
