listing_id,source_portal,listing_url,scraped_at,latitude,longitude,locality,sublocality,address,landmark_details,pincode,bhk_type,property_type,furnishing,floor_number,total_floors,facing,sqft,area_type,age_years,apartment_bio,monthly_rent,deposit_amount,maintenance_monthly,price_per_sqft,bathrooms,parking,has_lift,has_gym,has_security,luxury_amenities,is_verified,is_premium,owner_type,confidence_score,possession_status,listed_date,last_updated,is_available,listing_type
AwTCtYvsBidzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1560-Sq-ft-Multistorey-Apartment-FOR-Rent-Osman-Nagar-in-Hyderabad&id=4d423833393237393835,2026-04-18 14:59:37,17.4417842468164,78.2803618440924,,Osman Nagar,Bricks Cyberwood Osman nagar Tellapur,"19202|Vista School, 19203|Bismillah Hospital",,2,Apartment,Semi-Furnished,3,15.0,East,1560.0,Sq-ft,New Construction,"You can explore this 2 BHK flat on rent in Osman Nagar Hyderabad. The rent of the 2 BHK flat is ₹45,000. The flat is located on the 3 floor which includes 2 bathrooms, 1 balcony, and covers a carpet area of 1200 sqft. The property includes 1 Covered parking. The property consists of 15 floor and offers Guest Accommodation conveniences. The apartment comes furnished with power back up, reserved parking, security, service/goods lift, visitor parking. This flat is located at Osman Nagar Rd, Osman Nagar, Hyderabad, Telangana. Do not pay any brokerage fee for this 2 BHK rental flat since the property ad is posted by the flat owner.",45000.0,90000.0,4500.0,29.0,2,1 Covered,Yes,No,No,"Service/Goods Lift, Banquet Hall, Jogging and Strolling Track, Outdoor Tennis Courts",False,False,Owner,95,Immediately,2026-03-24T16:03:23.000Z,"Mar 24, '26",True,rent
8kabbzS6IUNzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1275-Sq-ft-Multistorey-Apartment-FOR-Rent-Gachibowli-in-Hyderabad&id=4d423833393038383439,2026-04-18 14:59:37,17.443563,78.3397746,,Gachibowli,"Hyderabad, Andhra Pradesh","19210|DLF Gate 1 (Pickup) Bus Stop, 19210|Indira Nagar Bus Stop, 19201|Microsoft ? India, Hyderabad Campus, 19201|DLF IT SEZ, 19202|Iiit (International Institute Of Information Technology), 19202|Isb (Indian School Of Business), 19203|Care Hospitals, 19203|Kim's Hospital, 19206|Sri Muthaiah Grand Bazaar, 19206|Amb Cinemas (Sarath City Capital Mall)",500032.0,2,Apartment,Furnished,10,17.0,East,1275.0,Sq-ft,Less than 5 years,"A multistorey apartment is available for rent. It is a good location. Please contact for more details. Find 2 BHK flat for rent in Gachibowli Hyderabad. The multistorey apartment is available at rent of ₹45,000. The flat is located on the 10 floor which includes 2 bathrooms, 1 balcony, and covers a carpet area of 1200 sqft. This building features 17 floor and provides Early Learning Centre facilities. The property features power back up, reserved parking, security, service/goods lift, visitor parking. Visit the apartment at My Home Vihanga Rd, Financial District, Nanakramguda, Hyderabad, Telangana 500032. This 2 BHK apartment ad is listed by the owner, so there is no brokerage fee.",45000.0,,,35.0,2,,No,No,No,"Banquet Hall, Bar/Lounge, Jogging and Strolling Track, Outdoor Tennis Courts",False,False,Owner,64,Immediately,2026-03-23T08:23:44.000Z,"Mar 23, '26",True,rent
/3vRikGV15JzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Rent-Kondapur-in-Hyderabad&id=4d423833363439343331,2026-04-18 14:59:37,17.4661387919325,78.3574087383959,,Kondapur,"Hyderabad, Andhra Pradesh","19210|Hitech Railway Station, 19201|Sarath City Capital Mall, 19201|Vijetha Super Market, 19202|Maharishi Vidya Mandir, 19202|Chirec International School, 19203|Kakatiya Hospital, 19203|Sai Neha Hospital, 19206|Amb Cinemas (Sarath City Capital Mall), 19206|South India Shopping Mall",,2,Apartment,Furnished,1,5.0,East,1150.0,Sq-ft,,"A beautiful 2 BHK flat is available for rent in Kondapur. This 2 BHK flat can be availed at the rental price of ₹45,000. There is also facility of 1 Covered parking. The property features power back up, reserved parking. The flat can be visited at Raghavendra Colony, Kondapur, Hyderabad, Telangana. There are no brokerage fees on this 2 BHK multistorey apartment.",45000.0,,,39.0,2,1 Covered,No,No,No,,False,False,Owner,66,Immediately,2026-04-06T22:30:44.000Z,"Apr 07, '26",True,rent
lhQw21AntBlzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Rent-Puppalaguda-in-Hyderabad&id=4d423833313739353733,2026-04-18 14:59:37,17.3971920769945,78.3796118209843,,Puppalaguda,5th cross sai aishwarya layout opposite bigginers world,"19202|Triveni Talent School, 19203|Shobha Hospital, 19203|PRK, 19206|Ramireddy Mall",,2,Apartment,Furnished,3,5.0,West,1250.0,Sq-ft,Less than 5 years,"located in peaceful location with a great view . Best place You can explore this 2 BHK flat on rent in Puppalaguda Hyderabad. The rent of the 2 BHK flat is ₹45,000. Located on the 3 floor, the flat comprises 2 bathrooms, 1 balcony, and has a carpet area of 1100 sqft. The property features power back up, air conditioned, ro water system. This 2 BHK rental flat comes with no brokerage fees.",45000.0,45000.0,,36.0,2,,No,No,No,"Air Conditioned, RO Water System",False,False,Owner,75,Immediately,2026-04-05T22:30:46.000Z,"Apr 06, '26",True,rent
CS+44umCWgZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Rent-Madhapur-in-Hyderabad&id=4d423834313531383737,2026-04-18 14:59:37,17.4474364130253,78.3914778977547,,Madhapur,Madhapur,"19210|Durgam Cheruvu Metro Station|5 minutes, 19201|International Tech Park Hyderabad, 19201|The Fresh Market, 19202|Meridian School, 19202|Sri Venkateshwara Group Of Colleges, 19203|Matlis, 19206|Mana Mall, 19206|L&T Metro Mall And Multiplex",,2,Apartment,Semi-Furnished,5,5.0,West,1350.0,Sq-ft,Less than 5 years,"You can explore this 2 BHK flat on rent in Madhapur Hyderabad. The apartment is available at an affordable rental price of ₹43,000. The flat is located on the 5 floor which includes 2 bathrooms, 1 balcony, and covers a carpet area of 1100 sqft. The residence includes power back up, reserved parking, security, air conditioned. This is a no-brokerage flat because the owner has posted the ad on this 2 BHK apartment.",43000.0,100000.0,2500.0,32.0,2,,Yes,No,No,"Air Conditioned, Laundry Service",False,False,Owner,78,Select Date,2026-04-08T21:46:49.000Z,"Apr 09, '26",True,rent
aIoYhLHRIYBzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Rent-Hafeezpet-in-Hyderabad&id=4d423831383331333033,2026-04-18 14:59:37,17.4852259481084,78.3660756560879,,Hafeezpet,"Hyderabad, Andhra Pradesh","19210|Miyapur Metro Station|5 minutes, 19210|Kondapur Bus Stop, 19201|Sri venkateshwara mini super market, 19201|Annapurna Mini Market, 19202|Zenas International School, 19202|Genesis International School, 19203|Lakshmi Hospitals, 19203|Greenlife Hospitals, 19206|Bsr Plaza, 19206|Smr Vinays Metro Mall",,2,Apartment,Furnished,2,5.0,North,1300.0,Sq-ft,Less than 5 years,"Im renting out a 1450 SFT 3BHK given as 2BHK in Meadow Woods Apartments, fully furnished with beds, sofa, AC, washing machine, ninetynine sixtysix ninetynine twentyseven seventyseven and geyser, stove and other essentials,",43000.0,,,33.0,2,,Yes,No,No,Conference Room,False,False,Owner,73,Immediately,2026-04-09T16:59:19.000Z,"Apr 09, '26",True,rent
+RqHOjlmNzBzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Rent-Masjid-Banda-in-Hyderabad&id=4d423834323634383239,2026-04-18 14:59:37,17.4649744741027,78.3462929158552,,Suresh,"Hyderabad, Andhra Pradesh","19201|Vijetha Super Market, 19202|Sri Rama High School",,2,Apartment,Semi-Furnished,4,5.0,,1250.0,Sq-ft,,"Multistorey apartment is available for rent. It is a good location property. Please contact for more details. If you are searching a 2 BHK apartment for rent in Masjid Banda, check out this amazing rental flat. The flat is available for rent at a competitive amount of ₹45,000. Visit the flat at Masjid Banda, Hyderabad - North, Andhra Pradesh. This is a no-brokerage flat, as the owner is offering this 2 BHK flat on rent.",45000.0,,,36.0,2,,No,No,No,,False,False,Owner,46,Select Date,2026-04-16T10:26:57.000Z,"Apr 16, '26",True,rent
j+glFHoTW/JzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1283-Sq-ft-Multistorey-Apartment-FOR-Rent-Financial-District-in-Hyderabad&id=4d423634333534343631,2026-04-18 14:59:37,17.4138864,78.3406625,,Financial District,Prestige High Fields,"19201|Gachibowli Commercial Bldg, 19201|Waverock Sez, 19202|Keystone International School, 19202|Keystone School, 19203|Continental, 19203|Continental Hospital",,2,Apartment,Semi-Furnished,17,34.0,East,1283.0,Sq-ft,New Construction,"One of the best gated community with all Brand New 5 star amenities 2 BHK flat is available for rent in Financial District immediately. The Rent amount of this 2 BHK apartment is set at an attractive price of ₹53,000. Some added-on facilities available with the flat are 2 Wardrobe and Gas Connection. Located on the 17 floor, the flat has 2 bathrooms, 1 balcony in carpet area of 1000 sqft. 1 Covered parking space is also available. This residential building features 34 floor and ensures Early Learning Centre, Guest Accommodation, Kids Club, Kids Play Pool With Water Slides comfort. This unit is designed with power back up, reserved parking, security. Visit the flat at Financial District, Nanakramguda, Hyderabad, Telangana. This 2 BHK rental flat comes with no brokerage fees.",53000.0,106000.0,5250.0,41.0,2,1 Covered,Yes,No,No,Jogging and Strolling Track,False,True,Owner,100,Immediately,2026-04-15T23:31:58.000Z,"Apr 16, '26",True,rent
1rxCW8U/qIBzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Rent-Anjaiah-Nagar-in-Hyderabad&id=4d423537353133353237,2026-04-18 14:59:37,17.4498066095046,78.3654271297801,,Anjaiah Nagar,"1-60111,axis studio",,,2,Apartment,Semi-Furnished,4,4.0,,1350.0,Sq-ft,5 to 10 years,"2 BHK, Multistorey Apartment is available for Rent in Anjaiah Nagar Gachibowli, Hyderabad for 30,000",30000.0,40000.0,0.0,22.0,2,,No,No,No,,False,False,Owner,67,Select Date,2026-03-28T08:02:23.000Z,"Mar 28, '26",True,rent
kh3pD9tqoTpzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Hafeezpet-in-Hyderabad&id=4d423833333636373139,2026-04-18 14:59:37,17.4852259481084,78.3660756560879,,Hafeezpet,"Dollfine Durga county,Madinaguda next to GSM mall","19210|Miyapur Metro Station|5 minutes, 19210|Hafeezpet Railway Station, 19201|Annapurna Mini Market, 19201|GSM Mall & Multiplex, 19202|Vignan Global Gen School, 19202|Genesis International School, 19203|Lakshmi Hospitals, 19203|Modern Health Care Centre, 19206|Mallika Shopping Center, 19206|Bsr Plaza",,2,Apartment,Semi-Furnished,3,14.0,West,1200.0,Sq-ft,New Construction,"2 BHK, Multistorey Apartment is available for Rent in Hafeezpet, Hyderabad for 30,000",30000.0,,,25.0,2,,No,No,No,,False,False,Owner,39,Immediately,2026-02-11T20:06:36.000Z,"Feb 12, '26",True,rent
rnTaxt4U99ZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Himayath-Nagar-in-Hyderabad&id=4d423433333531333233,2026-04-18 14:59:37,17.406078416308,78.4860771275944,,Himayath Nagar,"Hyderabad, Andhra Pradesh","19201|Vijetha Super market, 19201|B hanumantrao shop Monda market, 19202|Oxford Grammar School, 19202|Abhinav HiTech College of Engineering Technology, 19203|Praja Sai Hospital, 19203|New City Hospital, 19206|Bonsai Mall",,2,Apartment,Semi-Furnished,1,3.0,East,1000.0,Sq-ft,15 to 20 years,This Flat adorned with Vitrified flooring.,30000.0,,2000.0,30.0,2,,Yes,No,No,"Service/Goods Lift, Visitor Parking",False,False,Owner,76,Immediately,2026-03-01T16:31:29.000Z,"Mar 01, '26",True,rent
DCKjon965rNzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1185-Sq-ft-Multistorey-Apartment-FOR-Rent-Anand-Nagar-Colony-Kondapur-in-Hyderabad&id=4d423833333637363635,2026-04-18 14:59:37,17.46659427,78.36323614,,Anand Nagar Colony Kondapur,Kondapur,,,2,Apartment,Semi-Furnished,2,5.0,,1185.0,Sq-ft,5 to 10 years,Multistorey apartment is available for rent. It is a good location property. Please contact for more details.,35000.0,70000.0,2200.0,30.0,2,,No,No,No,,False,False,Owner,63,Immediately,2026-02-12T04:40:01.000Z,"Feb 12, '26",True,rent
6yNeWGW9X5FzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Hyderaguda-Attapur-in-Hyderabad&id=4d423634343437303333,2026-04-18 14:59:37,17.366001983631,78.4272345965033,,Hyderguda,A - 804.,,,2,Apartment,Furnished,8,9.0,West,1200.0,Sq-ft,Less than 5 years,"2 BHK, Multistorey Apartment is available for Rent in Hyderaguda, Hyderabad for 30,000",30000.0,90000.0,2500.0,25.0,2,804 Covered,Yes,No,No,Jogging and Strolling Track,False,False,Owner,90,Immediately,2026-03-03T18:13:29.000Z,"Mar 03, '26",True,rent
j0FDeRbsQ1ZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1175-Sq-ft-Multistorey-Apartment-FOR-Rent-Moosapet-in-Hyderabad&id=4d423734383739353835,2026-04-18 14:59:37,17.4686450650242,78.4268484528144,,Moosapet,"Hyderabad, Andhra Pradesh","19210|Moosapet Metro Station, 19210|Bharath Nagar Bus Stop, 19201|PAVAN PLAZA, 19203|Vasundhra Hospital, 19203|Amor Hospital, 19206|TKR kaman",,2,Apartment,Semi-Furnished,5,6.0,,1175.0,Sq-ft,,"2 BHK, Multistorey Apartment is available for Rent in Moosapet, Hyderabad for 27,000",27000.0,,,23.0,2,,No,No,No,,False,False,Owner,0,Immediately,2026-02-27T02:49:55.000Z,"Feb 27, '26",True,rent
nZZ4Db9DKVNzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Attapur-in-Hyderabad&id=4d423833383131313131,2026-04-18 14:59:37,17.3679283037609,78.4317103301914,,Attapur,"Hyderabad, Andhra Pradesh","19210|NM Guda Bus Stop, 19202|Lotus National School, 19202|Solitaire Global School, 19203|Emory Multi-Speciality Hospital, 19206|Mpm Avenue Mall, 19206|Best Price Modern Wholesale",,2,Apartment,Furnished,5,5.0,,1400.0,Sq-ft,5 to 10 years,Multistorey apartment is available for rent. It is a good location property. Please contact for more details.,35000.0,70000.0,2000.0,25.0,2,,No,No,No,,False,False,Owner,40,Immediately,2026-03-16T16:50:13.000Z,"Mar 16, '26",True,rent
M97iOLGeDEpzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Rent-Chanda-Nagar-in-Hyderabad&id=4d423833353231393635,2026-04-18 14:59:37,17.495741,78.325436,,uday varma,"SVS ample homes, C314","19210|Chanda Nagar Bus Stop, 19210|Lingampally Police Station Bus Stop, 19201|BHEL , 19202|Mandal Parishad High School, 19202|Academic Heights Public School, 19203|Maruti Hospital, 19203|Ayushman Arogya Mandir, 19206|Vijetha Super Market, 19206|Max Sopping Mall",,2,Apartment,Semi-Furnished,3,5.0,East,1150.0,Sq-ft,New Construction,"2 BHK, Multistorey Apartment is available for Rent in Chanda Nagar, Hyderabad for 30,000",30000.0,90000.0,0.0,26.0,2,,No,No,No,"Laundry Service, Internet/Wi-Fi Connectivity, Banquet Hall, Jogging and Strolling Track",False,False,Owner,75,Immediately,2026-02-23T09:33:31.000Z,"Feb 23, '26",True,rent
RGg2GUXCpCRzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-866-Sq-ft-Multistorey-Apartment-FOR-Rent-Gachibowli-in-Hyderabad&id=4d423833333636383035,2026-04-18 14:59:37,17.443563,78.3397746,,Gachibowli,"Hyderabad, Andhra Pradesh","19210|DLF Gate 1 (Pickup) Bus Stop, 19210|Indira Nagar Bus Stop, 19201|Megha Tech Park, 19201|Microsoft ? India, Hyderabad Campus, 19202|Kairos, 19202|Maulana Azad National Urdu University, 19203|Kim's Hospital, 19203|Pi Health Cancer Hospital, 19206|South India Shopping Mall, 19206|Sri Muthaiah Grand Bazaar",,2,Apartment,Semi-Furnished,12,18.0,,866.0,Sq-ft,,"2 BHK, Multistorey Apartment is available for Rent in Gachibowli, Hyderabad for 35,000",35000.0,70000.0,4600.0,40.0,2,,No,No,No,,False,False,Owner,33,Immediately,2026-02-11T22:00:12.000Z,"Feb 12, '26",True,rent
fQYL+XtlcDlzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-975-Sq-ft-Multistorey-Apartment-FOR-Rent-Janapriya-Nagar-in-Hyderabad&id=4d423833333831363531,2026-04-18 14:59:37,17.4889616741639,78.3645515886651,,Janapriya Nagar,"Hyderabad, Andhra Pradesh",,,2,Apartment,Furnished,3,5.0,,975.0,Sq-ft,,"2 BHK, Multistorey Apartment is available for Rent in Janapriya Nagar Hafeezpet, Hyderabad for 32,000",32000.0,64000.0,2500.0,33.0,2,,No,No,No,,False,False,Owner,33,Immediately,2026-02-12T16:15:13.000Z,"Feb 12, '26",True,rent
Qvh+/4pAmeRzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Rent-Pragathi-Nagar-in-Hyderabad&id=4d423833353338323139,2026-04-18 14:59:37,17.5203836129967,78.398312096044,,Pragathi Nagar,Pragathi Nagar,"19210|Hi-Tech City Railway Station, 19210|Kakatiya Hills Bus Stop, 19202|Pragathi Central School, 19203|Sree Suraksha Multispeciality Hospital, Kukatpally, 19206|Padmavati Plaza, 19206|Choudhary Arcade",,2,Apartment,Semi-Furnished,1,1.0,East,1350.0,Sq-ft,New Construction,"Beautiful new 2bhk flat with pooja room, spacious living and super kitchen room, you will definitely love it.",28000.0,56000.0,0.0,21.0,2,,No,No,No,,False,False,Owner,79,Immediately,2026-02-24T11:44:35.000Z,"Feb 24, '26",True,rent
JOZJuLJ4k+VzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Rent-Kukatpally-in-Hyderabad&id=4d423833383238323231,2026-04-18 14:59:37,17.4931599197008,78.4022774070356,,Kukatpally,"Hyderabad, Andhra Pradesh","19210|KPHB Colony Metro Station, 19210|KPHB 4Th Phase Bus Stop, 19201|Cyber Pearl, 19201|Manjeera Mall, 19202|Dr K.k.r's Gowtham Concept School, 19202|Government High School, 19203|My Health Hospitals Hospital, 19203|Ankura Hospital, 19206|Forum Sujana Mall, 19206|Seven Hills Mall",,2,Apartment,Unfurnished,2,2.0,,1350.0,Sq-ft,,"2 BHK, Multistorey Apartment is available for Rent in Kukatpally, Hyderabad for 27,000",27000.0,50000.0,2000.0,20.0,2,,No,No,No,,False,False,Owner,33,Immediately,2026-03-17T17:31:47.000Z,"Mar 17, '26",True,rent
59Rd1wHxnbZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Rent-Banjara-Hills-in-Hyderabad&id=4d423736353731383831,2026-04-18 14:59:37,17.4158949,78.4357593,,Banjara Hills,Banjara Hills,"19201|City Center Mall, 19201|Avance Business Hub, An Ascendas It Park, 19202|Kakathiya School, 19202|St. Alphonsus High School,Banjara Hills, 19203|Asha Hospital, 19203|CARE Hospitals Outpatient, 19206|Urban Supermart, 19206|Star Market",,2,Apartment,Unfurnished,3,5.0,,1250.0,Sq-ft,Less than 5 years,Multistorey apartment is available for rent. It is a good location property. Please contact for more details.,30000.0,,1500.0,24.0,2,,Yes,No,No,"Service/Goods Lift, Air Conditioned, Laundry Service",False,False,Owner,65,Immediately,2026-02-27T21:33:36.000Z,"Feb 28, '26",True,rent
AUlgPYUNZ1hzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1040-Sq-ft-Multistorey-Apartment-FOR-Rent-Kompally-in-Hyderabad&id=4d423832373335383337,2026-04-18 14:59:37,17.5425945515091,78.4822910638784,,Kompally,"Hyderabad, Andhra Pradesh","19201|Raichandani Mall - Kompally, 19202|3rd EYE Academy for Financial Studies, 19202|Unicent School, 19203|Suraksha Women & Children Hospital, 19203|Arke Hospital, 19206|Decathlon-Kompally, 19206|D-Mart",,2,Apartment,Furnished,6,7.0,,1040.0,Sq-ft,New Construction,"2 BHK, Multistorey Apartment is available for Rent in Kompally, Hyderabad for 35,000",35000.0,70000.0,,34.0,2,,No,No,No,,False,False,Owner,36,Immediately,2026-03-14T04:29:31.000Z,"Mar 14, '26",True,rent
YvmqFfc5HQ9zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-934-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Secunderabad-in-Hyderabad&id=4d423833343931333035,2026-04-18 14:59:37,17.439928421494,78.4982737535037,,Secunderabad,"Hyderabad, Andhra Pradesh","19210|Secunderabad East Metro Station (Blue Line), 19210|Safilguda Railway Station, 19201|Market Yard, 19201|Touch - Spot Super Market, 19202|St. Theresa School, 19202|Kendriya Vidyalaya, 19203|S Cure Super Specialty Hospital, 19203|Ozone Hospitals, 19206|Anantha Shopping Center, 19206|Diamond Point",,2,Builder Floor Apartment,Furnished,1,4.0,,934.0,Sq-ft,,"2 BHK, Builder Floor Apartment is available for Rent in Secunderabad, Hyderabad for 30,000",30000.0,,,32.0,2,,No,No,No,,False,False,Owner,0,Immediately,2026-02-20T11:37:29.000Z,"Feb 20, '26",True,rent
2PIs7CsjRVtzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-700-Sq-ft-Multistorey-Apartment-FOR-Rent-Padma-Colony-in-Hyderabad&id=4d423833363338393337,2026-04-18 14:59:37,17.3998175504879,78.5044076740952,,Padma Colony,"Hyderabad, Andhra Pradesh",,,2,Apartment,Furnished,1,3.0,,,,Above 20 years,Multistorey apartment is available for rent. It is a good location property. Please contact for more details.,28000.0,56000.0,800.0,,2,,No,No,No,,False,False,Owner,38,Immediately,2026-03-04T14:20:08.000Z,"Mar 04, '26",True,rent
4ifypukB0ZNzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Rent-Dilsukhnagar-in-Hyderabad&id=4d423833383438393431,2026-04-18 14:59:37,17.3720231305653,78.5271506694749,,Dilsukhnagar,"Hyderabad, Andhra Pradesh","19210|Dilsukhnagar Metro Station, 19210|Musarambagh Metro Station, 19201|Sanjay Super Market, 19202|Visu Educational Academy Dilsukhnagar, 19202|Samhita International School, 19203|Nikhil Hospital, 19203|Sannidhi Ayurvedha Speciality Hospital, 19206|Kolli Basivi Reddy Shopping Center, 19206|KLM Shopping Mall",,2,Apartment,Semi-Furnished,1,2.0,,1300.0,Sq-ft,5 to 10 years,"2 BHK, Multistorey Apartment is available for Rent in Dilsukhnagar, Hyderabad for 26,000",26000.0,,,20.0,2,,No,No,No,,False,False,Owner,31,Immediately,2026-03-19T07:49:41.000Z,"Mar 19, '26",True,rent
YZ/pkCO5KklzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Ahmed-Nagar-in-Hyderabad&id=4d423730353230353235,2026-04-18 14:59:37,17.4042030846381,78.4443335167623,,Ahmed Nagar,"Sri Sai Krishna apartments,Flat No 14,Back side lane of Kingston hospital,Banjara hills road no 1, Masab Tank","19201|Bhavani Complex, 19202|Kakathiya School",,2,Apartment,Furnished,1,3.0,East,1100.0,Sq-ft,10 to 15 years,"2 BHK, Multistorey Apartment is available for Rent in Ahmed Nagar Banjara Hills, Hyderabad for 35,000",35000.0,,,32.0,2,,No,No,No,,False,False,Owner,50,Immediately,2026-02-12T03:47:14.000Z,"Feb 12, '26",True,rent
/15kQQoODBRzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Film-Nagar-in-Hyderabad&id=4d423833343030363435,2026-04-18 14:59:37,17.4142560153858,78.4155179061515,,Film Nagar,"Glendale Nest, Film Nagar Road No.2","19201|Avyas Tech Park Nisum Technology, 19202|Swan High School, 19202|Bharatiya Vidya Bhavan's Public School, 19203|Apollo Hospitals Jubilee Hills Hyderabad, 19203|Apollo Hospital, 19206|Axus 2 Future - Total Mal, 19206|Aparna One",,2,Apartment,Semi-Furnished,2,3.0,East,1400.0,Sq-ft,10 to 15 years,"2BHK flat for rent. Recently painted and renovated. Available immediately.Open to Bachelors. Families or Working professionals preferred.Nin Nin Sx Sx For Nin Eite Zro Fiv EiteFilm Nagar, Behind Apollo Hospital, 200mts from ABN Andhra Jyothi news office.",31000.0,62000.0,2000.0,22.0,2,1 Covered,No,No,No,,False,False,Owner,100,Immediately,2026-02-13T15:43:21.000Z,"Feb 13, '26",True,rent
nM+f1KuKk1tzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1275-Sq-ft-Multistorey-Apartment-FOR-Rent-Chanda-Nagar-in-Hyderabad&id=4d423833343035333035,2026-04-18 14:59:37,17.495741,78.325436,,Hemant Songadwala,Chandanagar,"19210|Chanda Nagar Bus Stop, 19210|Lingampally Police Station Bus Stop, 19201|BHEL , 19202|Academic Heights Public School, 19202|Mandal Parishad High School, 19203|Sandya Hospital, 19203|Vision Eye Care Hospital, 19206|Vijetha Super Market, 19206|Max Sopping Mall",,2,Apartment,Furnished,5,12.0,West,1275.0,Sq-ft,10 to 15 years,Great view with abundant sunlight and fresh air,38000.0,120000.0,5000.0,30.0,2,,No,No,No,"Air Conditioned, Banquet Hall, Jogging and Strolling Track, Outdoor Tennis Courts",False,False,Owner,76,Immediately,2026-02-14T06:49:17.000Z,"Feb 14, '26",True,rent
+tBDovEkgG5zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Miyapur-in-Hyderabad&id=4d423735353436353735,2026-04-18 14:59:37,17.5210925,78.3442965,,Miyapur,G3 1st Floor behind Miyapur X Road IOC petrol Pump,"19210|Miyapur Metro Station (Red Line)|5 minutes, 19210|Hafeezpet Railway Station, 19201|Tuesday Weekly Bazaar, 19201|Miyapur Central, 19202|Ambitus World School, 19202|Little Patriot International School, 19203|Modern Health Care Centre, 19203|Pulse hospital, 19206|Jsr Mall, 19206|Sriven Mall",,2,Apartment,Furnished,1,4.0,West,1500.0,Sq-ft,5 to 10 years,Multistorey apartment is available for rent. This property is Ready to occupy for rent purpose for People working in Hitech City and Gachibowli IT Companies.,30000.0,45000.0,1500.0,20.0,2,1 Covered,Yes,No,No,"Service/Goods Lift, Internet/Wi-Fi Connectivity, RO Water System",False,False,Owner,98,Immediately,2026-03-03T14:02:30.000Z,"Mar 03, '26",True,rent
